,1.txt,10.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,9.txt
living,0,0,0,0,0,0,2,0,0,3
inadequate,0,0,0,0,0,0,1,0,0,0
sanitation,0,0,0,0,0,0,1,0,0,0
custom,0,0,0,0,0,0,2,0,0,0
cbp,0,0,0,0,0,0,1,0,0,0
rejected,0,0,0,0,0,0,1,0,0,0
citing,0,0,0,0,0,0,1,0,0,0
logistic,0,0,0,0,0,0,1,0,0,4
refused,0,0,0,0,0,0,2,0,0,0
cdc,0,0,0,0,0,0,3,0,0,0
detainment,0,0,0,0,0,0,3,0,0,0
nonadherence,0,0,0,0,0,0,1,0,0,0
extraordinarily,0,0,0,0,0,0,1,0,0,0
positivity,0,0,0,0,0,0,1,0,0,1
immigration,0,0,0,0,0,0,2,0,0,0
enforcement,0,0,0,0,0,0,1,0,0,0
ice,0,0,0,0,0,0,3,0,0,0
exceeded,0,0,0,0,0,0,1,0,0,0
academy,0,0,0,0,0,0,1,0,0,3
nasem,0,0,0,0,0,0,1,0,0,0
allocation,0,0,0,0,0,0,2,0,0,0
prioritizes,0,0,0,0,0,0,1,0,0,0
teacher,0,0,0,0,0,0,1,0,0,0
homeless,0,0,0,0,0,0,1,0,0,0
shelter,0,0,0,0,0,0,1,0,0,1
prioritization,0,0,0,0,0,0,2,0,0,0
acknowledges,0,0,0,0,0,0,1,0,0,0
devastation,0,0,0,0,0,0,1,0,0,0
wrought,0,0,0,0,0,0,1,0,0,0
detained,0,0,0,0,0,0,2,0,0,0
responsibility,0,0,0,0,0,0,3,0,2,2
operation,0,0,0,0,0,0,1,0,0,0
warp,0,0,0,0,0,0,1,0,0,0
distribute,0,0,0,0,0,0,2,0,0,0
allotted,0,0,0,0,0,0,1,0,0,0
heft,0,0,0,0,0,0,1,0,0,0
mandate,0,0,0,0,0,0,2,0,0,0
crush,0,0,0,0,0,0,1,0,0,0
lot,0,0,0,0,0,0,1,0,0,0
entity,0,0,0,0,0,0,1,0,0,0
embrace,0,0,0,0,0,0,1,0,0,0
proven,0,0,0,0,0,0,1,0,0,0
louisiana,0,0,0,0,0,0,1,0,0,0
mention,0,0,0,0,0,0,1,0,0,0
incarcerated,0,0,0,0,0,0,1,0,0,0
implementation,0,0,0,0,0,0,1,0,0,0
proximity,0,0,0,0,0,0,1,0,0,0
believe,0,0,0,0,0,0,1,0,0,0
immunize,0,0,0,0,0,0,1,0,0,0
recommend,0,0,0,0,0,0,1,0,2,0
denying,0,0,0,0,0,0,1,0,0,0
right,0,0,0,0,0,0,1,0,0,0
incoming,0,0,0,0,0,0,1,0,0,0
biden,0,0,0,0,0,0,1,0,0,0
indication,0,0,0,0,0,0,1,0,0,0
facing,0,0,0,0,0,0,1,0,0,0
aside,0,0,0,0,0,0,1,0,0,0
provision,0,0,0,0,0,0,1,0,0,0
vaccinating,0,0,0,0,0,0,1,0,0,0
humane,0,0,0,0,0,0,1,0,0,0
disenfranchised,0,0,0,0,0,0,1,0,0,0
allocating,0,0,0,0,0,0,1,0,0,0
carlo,0,0,0,0,0,0,1,0,0,0
foppiano,0,0,0,0,0,0,1,0,0,0
palacios,0,0,0,0,0,0,1,0,0,0
mark,0,0,0,0,0,0,1,0,0,0
travassos,0,0,0,0,0,0,1,0,0,0
md,0,0,0,0,0,0,1,0,0,0
management,0,0,0,0,0,0,0,2,0,0
rheumatic,0,0,0,0,0,0,0,2,0,0
characterised,0,0,0,0,0,0,0,1,0,1
aggravated,0,0,0,0,0,0,0,1,0,0
vasculitis,0,0,0,0,0,0,0,1,0,0
sclerosis,0,0,0,0,0,0,0,22,0,0
represents,0,0,0,0,0,0,0,1,0,0
involvement,0,0,0,0,0,0,0,6,0,8
concomitancy,0,0,0,0,0,0,0,1,0,0
fibrosing,0,0,0,0,0,0,0,1,0,0
microvascular,0,0,0,0,0,0,0,1,0,0
anecdotal,0,0,0,0,0,0,0,1,0,0
miscellanea,0,0,0,0,0,0,0,1,0,0
compromised,0,0,0,0,0,0,0,2,0,0
regular,0,0,0,0,0,0,0,1,0,0
immunocompromised,0,0,0,0,0,0,0,1,0,0
investigate,0,0,0,0,0,0,0,1,0,2
medium,0,0,0,0,0,0,0,1,0,0
unselected,0,0,0,0,0,0,0,1,0,0
consecutively,0,0,0,0,0,0,0,1,0,0
telephone,0,0,0,0,0,0,0,4,0,2
tertiary,0,0,0,0,0,0,0,1,0,0
referral,0,0,0,0,0,0,0,1,0,0
southern,0,0,0,0,0,0,0,2,0,0
serological,0,0,0,0,0,0,0,2,0,0
interview,0,0,0,0,0,0,0,1,0,1
standardised,0,0,0,0,0,0,0,1,0,0
definite,0,0,0,0,0,0,0,5,0,0
suggestive,0,0,0,0,0,0,0,1,0,0
pp,0,0,0,0,0,0,0,1,0,9
sd,0,0,0,0,0,0,0,1,0,0
cutaneous,0,0,0,0,0,0,0,1,0,0
sine,0,0,0,0,0,0,0,1,0,0
scleroderma,0,0,0,0,0,0,0,3,0,0
interstitial,0,0,0,0,0,0,0,4,0,1
cardiomyopathy,0,0,0,0,0,0,0,1,0,0
anticentromere,0,0,0,0,0,0,0,1,0,0
moreover,0,0,0,0,0,0,0,3,1,0
antirheumatic,0,0,0,0,0,0,0,2,0,0
vasoactive,0,0,0,0,0,0,0,1,0,0
iloprost,0,0,0,0,0,0,0,1,0,0
prostanoids,0,0,0,0,0,0,0,1,0,0
bosentan,0,0,0,0,0,0,0,1,0,0
calcium,0,0,0,0,0,0,0,1,0,0
channel,0,0,0,0,0,0,0,1,0,0
blocker,0,0,0,0,0,0,0,1,0,0
aspirin,0,0,0,0,0,0,0,3,0,0
p,0,0,0,0,0,0,0,5,0,15
invariably,0,0,0,0,0,0,0,1,0,0
superior,0,0,0,0,0,0,0,1,0,0
overestimate,0,0,0,0,0,0,0,1,0,0
piemonte,0,0,0,0,0,0,0,1,0,0
veneto,0,0,0,0,0,0,0,1,0,0
emilia,0,0,0,0,0,0,0,1,0,0
romagna,0,0,0,0,0,0,0,1,0,0
liguria,0,0,0,0,0,0,0,1,0,0
campania,0,0,0,0,0,0,0,1,0,0
molise,0,0,0,0,0,0,0,1,0,0
puglia,0,0,0,0,0,0,0,1,0,0
calabria,0,0,0,0,0,0,0,1,0,0
sicily,0,0,0,0,0,0,0,1,0,0
manifestation,0,0,0,0,0,0,0,2,0,9
unfortunately,0,0,0,0,0,0,0,1,0,0
cardiopulmonary,0,0,0,0,0,0,0,1,0,0
fibrosis,0,0,0,0,0,0,0,2,0,1
complicated,0,0,0,0,0,0,0,1,2,0
arterial,0,0,0,0,0,0,0,1,0,0
thrombotic,0,0,0,0,0,0,0,1,0,0
embolic,0,0,0,0,0,0,0,1,0,0
appearance,0,0,0,0,0,0,0,2,0,0
exception,0,0,0,0,0,0,0,1,1,0
noteworthy,0,0,0,0,0,0,0,1,0,0
pathological,0,0,0,0,0,0,0,2,0,0
multifactorial,0,0,0,0,0,0,0,1,0,1
multistep,0,0,0,0,0,0,0,1,0,0
aetiopathogenetic,0,0,0,0,0,0,0,1,0,0
process,0,0,0,0,0,0,0,1,0,0
whereby,0,0,0,0,0,0,0,1,0,0
epigenetic,0,0,0,0,0,0,0,1,0,0
environmental,0,0,0,0,0,0,0,1,0,0
phenotype,0,0,0,0,0,0,0,1,0,0
evolve,0,0,0,0,0,0,0,1,0,0
endothelial,0,0,0,0,0,0,0,1,0,0
diffuse,0,0,0,0,0,0,0,1,0,0
hypothesise,0,0,0,0,0,0,0,1,0,0
amplify,0,0,0,0,0,0,0,1,0,0
series,0,0,0,0,0,0,0,1,0,4
clarify,0,0,0,0,0,0,0,1,0,1
unpredictable,0,0,0,0,0,0,0,1,0,0
threatening,0,0,0,0,0,0,0,1,0,0
advisable,0,0,0,0,0,0,0,1,0,0
declare,0,0,0,0,0,0,0,1,0,1
obtain,0,0,0,0,0,0,0,1,0,0
contacted,0,0,0,0,0,0,0,1,0,5
agreed,0,0,0,0,0,0,0,1,0,0
organisation,0,0,0,0,0,0,0,0,2,0
visiting,0,0,0,0,0,0,0,0,6,0
nearing,0,0,0,0,0,0,0,0,2,0
midst,0,0,0,0,0,0,0,0,1,0
compelling,0,0,0,0,0,0,0,0,1,0
expand,0,0,0,0,0,0,0,0,1,0
loved,0,0,0,0,0,0,0,0,2,0
represent,0,0,0,0,0,0,0,0,1,0
balance,0,0,0,0,0,0,0,0,1,0
harm,0,0,0,0,0,0,0,0,5,0
separation,0,0,0,0,0,0,0,0,2,0
exemption,0,0,0,0,0,0,0,0,2,0
compassionate,0,0,0,0,0,0,0,0,1,0
grief,0,0,0,0,0,0,0,0,3,0
bereavement,0,0,0,0,0,0,0,0,2,0
restrictive,0,0,0,0,0,0,0,0,1,0
delirium,0,0,0,0,0,0,0,0,1,0
anxiety,0,0,0,0,0,0,0,0,1,26
rite,0,0,0,0,0,0,0,0,1,0
disruption,0,0,0,0,0,0,0,0,1,0
virtual,0,0,0,0,0,0,0,0,3,0
communication,0,0,0,0,0,0,0,0,1,0
feasible,0,0,0,0,0,0,0,0,1,0
distressing,0,0,0,0,0,0,0,0,1,0
dyspnoeic,0,0,0,0,0,0,0,0,1,0
delirious,0,0,0,0,0,0,0,0,1,0
intubated,0,0,0,0,0,0,0,0,1,0
liberalising,0,0,0,0,0,0,0,0,1,0
liberal,0,0,0,0,0,0,0,0,1,0
nosocomial,0,0,0,0,0,0,0,0,3,0
burnout,0,0,0,0,0,0,0,0,1,0
zhou,0,0,0,0,0,0,0,0,1,0
personal,0,0,0,0,0,0,0,0,3,1
frustrating,0,0,0,0,0,0,0,0,1,0
knew,0,0,0,0,0,0,0,0,1,0
precise,0,0,0,0,0,0,0,0,1,0
closer,0,0,0,0,0,0,0,0,1,0
psychomorbidity,0,0,0,0,0,0,0,0,1,0
justified,0,0,0,0,0,0,0,0,1,0
ever,0,0,0,0,0,0,0,0,1,0
zero,0,0,0,0,0,0,0,0,1,0
unrestricted,0,0,0,0,0,0,0,0,2,0
clearly,0,0,0,0,0,0,0,0,1,0
amplified,0,0,0,0,0,0,0,0,1,0
approaching,0,0,0,0,0,0,0,0,1,0
choice,0,0,0,0,0,0,0,0,1,0
choose,0,0,0,0,0,0,0,0,2,0
uncontrolled,0,0,0,0,0,0,0,0,1,0
unsustainable,0,0,0,0,0,0,0,0,1,0
stretched,0,0,0,0,0,0,0,0,1,0
harmful,0,0,0,0,0,0,0,0,1,0
prognostication,0,0,0,0,0,0,0,0,1,0
challenging,0,0,0,0,0,0,0,0,1,0
deteriorate,0,0,0,0,0,0,0,0,1,0
suddenly,0,0,0,0,0,0,0,0,1,0
usual,0,0,0,0,0,0,0,0,1,2
occurences,0,0,0,0,0,0,0,0,1,0
situation,0,0,0,0,0,0,0,0,1,0
forced,0,0,0,0,0,0,0,0,1,0
bedside,0,0,0,0,0,0,0,0,10,0
sudden,0,0,0,0,0,0,0,0,1,0
deterioration,0,0,0,0,0,0,0,0,1,0
minimally,0,0,0,0,0,0,0,0,1,0
responsive,0,0,0,0,0,0,0,0,1,0
spend,0,0,0,0,0,0,0,0,1,0
quality,0,0,0,0,0,0,0,0,1,9
otani,0,0,0,0,0,0,0,0,1,0
conversation,0,0,0,0,0,0,0,0,1,0
eg,0,0,0,0,0,0,0,0,2,0
able,0,0,0,0,0,0,0,0,3,0
goodbye,0,0,0,0,0,0,0,0,1,0
depression,0,0,0,0,0,0,0,0,1,27
limiting,0,0,0,0,0,0,0,0,1,0
reasonable,0,0,0,0,0,0,0,0,3,0
compromise,0,0,0,0,0,0,0,0,1,0
cohabiting,0,0,0,0,0,0,0,0,1,0
separating,0,0,0,0,0,0,0,0,1,0
cycling,0,0,0,0,0,0,0,0,4,0
occurs,0,0,0,0,0,0,0,0,1,0
removal,0,0,0,0,0,0,0,0,1,0
transit,0,0,0,0,0,0,0,0,1,0
encountering,0,0,0,0,0,0,0,0,1,0
elevator,0,0,0,0,0,0,0,0,1,0
permitting,0,0,0,0,0,0,0,0,1,0
inconsistent,0,0,0,0,0,0,0,0,1,0
problematic,0,0,0,0,0,0,0,0,1,0
transfer,0,0,0,0,0,0,0,0,2,0
transferred,0,0,0,0,0,0,0,0,1,0
palliative,0,0,0,0,0,0,0,0,3,0
stricter,0,0,0,0,0,0,0,0,1,0
sending,0,0,0,0,0,0,0,0,1,0
refuse,0,0,0,0,0,0,0,0,1,0
classed,0,0,0,0,0,0,0,0,1,0
alternate,0,0,0,0,0,0,0,0,1,0
with,0,0,0,0,0,0,0,0,1,0
putting,0,0,0,0,0,0,0,0,1,0
munshi,0,0,0,0,0,0,0,0,1,0
relaxation,0,0,0,0,0,0,0,0,1,0
proposal,0,0,0,0,0,0,0,0,1,0
criticism,0,0,0,0,0,0,0,0,1,0
rigid,0,0,0,0,0,0,0,0,1,0
threat,0,0,0,0,0,0,0,0,2,0
placed,0,0,0,0,0,0,0,0,1,0
harder,0,0,0,0,0,0,0,0,1,0
appreciate,0,0,0,0,0,0,0,0,1,1
comfort,0,0,0,0,0,0,0,0,2,0
consistently,0,0,0,0,0,0,0,0,2,0
circumstance,0,0,0,0,0,0,0,0,2,0
private,0,0,0,0,0,0,0,0,2,0
semiprivate,0,0,0,0,0,0,0,0,2,0
wish,0,0,0,0,0,0,0,0,2,0
attend,0,0,0,0,0,0,0,0,2,2
scheduled,0,0,0,0,0,0,0,0,2,0
advance,0,0,0,0,0,0,0,0,2,0
observe,0,0,0,0,0,0,0,0,2,0
proper,0,0,0,0,0,0,0,0,2,0
unwilling,0,0,0,0,0,0,0,0,2,0
comply,0,0,0,0,0,0,0,0,2,0
permitted,0,0,0,0,0,0,0,0,2,0
h,0,0,0,0,0,0,0,0,2,1
rest,0,0,0,0,0,0,0,0,2,0
aim,0,0,0,0,0,0,0,0,0,2
ambidirectional,0,0,0,0,0,0,0,0,0,3
psychotic,0,0,0,0,0,0,0,0,0,3
dementia,0,0,0,0,0,0,0,0,0,3
move,0,0,0,0,0,0,0,0,0,3
osteoarthropathy,0,0,0,0,0,0,0,0,0,3
immobile,0,0,0,0,0,0,0,0,0,3
embolism,0,0,0,0,0,0,0,0,0,4
declined,0,0,0,0,0,0,0,0,0,3
welfare,0,0,0,0,0,0,0,0,0,3
interviewed,0,0,0,0,0,0,0,0,0,3
walking,0,0,0,0,0,0,0,0,0,9
chest,0,0,0,0,0,0,0,0,0,21
ultrasonography,0,0,0,0,0,0,0,0,0,6
participated,0,0,0,0,0,0,0,0,0,4
lopinavir,0,0,0,0,0,0,0,0,0,4
suppression,0,0,0,0,0,0,0,0,0,4
multivariable,0,0,0,0,0,0,0,0,0,11
regression,0,0,0,0,0,0,0,0,0,6
iqr,0,0,0,0,0,0,0,0,0,13
sept,0,0,0,0,0,0,0,0,0,3
muscle,0,0,0,0,0,0,0,0,0,25
weakness,0,0,0,0,0,0,0,0,0,25
sleep,0,0,0,0,0,0,0,0,0,13
diffusion,0,0,0,0,0,0,0,0,0,26
or,0,0,0,0,0,0,0,0,0,38
versus,0,0,0,0,0,0,0,0,0,12
seropositivity,0,0,0,0,0,0,0,0,0,12
v,0,0,0,0,0,0,0,0,0,7
titre,0,0,0,0,0,0,0,0,0,12
neutralising,0,0,0,0,0,0,0,0,0,16
glomerular,0,0,0,0,0,0,0,0,0,5
filtration,0,0,0,0,0,0,0,0,0,5
egfr,0,0,0,0,0,0,0,0,0,15
interpretation,0,0,0,0,0,0,0,0,0,2
troubled,0,0,0,0,0,0,0,0,0,2
impaired,0,0,0,0,0,0,0,0,0,9
funding,0,0,0,0,0,0,0,0,0,1
innovation,0,0,0,0,0,0,0,0,0,3
project,0,0,0,0,0,0,0,0,0,3
creation,0,0,0,0,0,0,0,0,0,3
content,0,0,0,0,0,0,0,0,0,2
pubmed,0,0,0,0,0,0,0,0,0,2
nov,0,0,0,0,0,0,0,0,0,2
language,0,0,0,0,0,0,0,0,0,2
search,0,0,0,0,0,0,0,0,0,2
sequela,0,0,0,0,0,0,0,0,0,2
representativeness,0,0,0,0,0,0,0,0,0,2
explicitness,0,0,0,0,0,0,0,0,0,2
insufficient,0,0,0,0,0,0,0,0,0,2
longest,0,0,0,0,0,0,0,0,0,4
abnormality,0,0,0,0,0,0,0,0,0,6
ground,0,0,0,0,0,0,0,0,0,3
glass,0,0,0,0,0,0,0,0,0,4
opacity,0,0,0,0,0,0,0,0,0,4
irregular,0,0,0,0,0,0,0,0,0,4
line,0,0,0,0,0,0,0,0,0,6
psychological,0,0,0,0,0,0,0,0,0,3
urgently,0,0,0,0,0,0,0,0,0,1
persisting,0,0,0,0,0,0,0,0,0,1
image,0,0,0,0,0,0,0,0,0,7
spectrum,0,0,0,0,0,0,0,0,0,2
furthermore,0,0,0,0,0,0,0,0,0,2
hubei,0,0,0,0,0,0,0,0,0,1
attributed,0,0,0,0,0,0,0,0,0,2
uniform,0,0,0,0,0,0,0,0,0,1
guidance,0,0,0,0,0,0,0,0,0,1
issued,0,0,0,0,0,0,0,0,0,1
commission,0,0,0,0,0,0,0,0,0,2
consecutive,0,0,0,0,0,0,0,0,0,1
obvious,0,0,0,0,0,0,0,0,0,1
lesion,0,0,0,0,0,0,0,0,0,2
retrieved,0,0,0,0,0,0,0,0,0,1
education,0,0,0,0,0,0,0,0,0,6
cigarette,0,0,0,0,0,0,0,0,0,6
smoking,0,0,0,0,0,0,0,0,0,6
comorbidities,0,0,0,0,0,0,0,0,0,1
immunoglobulin,0,0,0,0,0,0,0,0,0,7
thymosin,0,0,0,0,0,0,0,0,0,1
arbidol,0,0,0,0,0,0,0,0,0,2
phosphate,0,0,0,0,0,0,0,0,0,2
termed,0,0,0,0,0,0,0,0,0,1
resumption,0,0,0,0,0,0,0,0,0,1
resume,0,0,0,0,0,0,0,0,0,1
cannula,0,0,0,0,0,0,0,0,0,5
hfnc,0,0,0,0,0,0,0,0,0,4
niv,0,0,0,0,0,0,0,0,0,3
imv,0,0,0,0,0,0,0,0,0,4
redcap,0,0,0,0,0,0,0,0,0,1
minimise,0,0,0,0,0,0,0,0,0,1
input,0,0,0,0,0,0,0,0,0,2
appointment,0,0,0,0,0,0,0,0,0,5
reschedule,0,0,0,0,0,0,0,0,0,1
consultation,0,0,0,0,0,0,0,0,0,1
british,0,0,0,0,0,0,0,0,0,4
mmrc,0,0,0,0,0,0,0,0,0,3
dyspnoea,0,0,0,0,0,0,0,0,0,3
euroqol,0,0,0,0,0,0,0,0,0,5
visual,0,0,0,0,0,0,0,0,0,3
analogue,0,0,0,0,0,0,0,0,0,3
ischaemic,0,0,0,0,0,0,0,0,0,3
registration,0,0,0,0,0,0,0,0,0,2
characterise,0,0,0,0,0,0,0,0,0,1
correspond,0,0,0,0,0,0,0,0,0,1
mobility,0,0,0,0,0,0,0,0,0,3
pain,0,0,0,0,0,0,0,0,0,3
discomfort,0,0,0,0,0,0,0,0,0,3
categorisation,0,0,0,0,0,0,0,0,0,1
subjective,0,0,0,0,0,0,0,0,0,2
generic,0,0,0,0,0,0,0,0,0,1
representing,0,0,0,0,0,0,0,0,0,1
creatinine,0,0,0,0,0,0,0,0,0,3
haemoglobin,0,0,0,0,0,0,0,0,0,5
glycated,0,0,0,0,0,0,0,0,0,1
lotus,0,0,0,0,0,0,0,0,0,2
ig,0,0,0,0,0,0,0,0,0,1
m,0,0,0,0,0,0,0,0,0,1
nucleoprotein,0,0,0,0,0,0,0,0,0,1
titred,0,0,0,0,0,0,0,0,0,1
vero,0,0,0,0,0,0,0,0,0,1
microneutralisation,0,0,0,0,0,0,0,0,0,1
disproportional,0,0,0,0,0,0,0,0,0,1
limb,0,0,0,0,0,0,0,0,0,7
vein,0,0,0,0,0,0,0,0,0,4
abdomen,0,0,0,0,0,0,0,0,0,3
hrct,0,0,0,0,0,0,0,0,0,7
ultrasound,0,0,0,0,0,0,0,0,0,2
master,0,0,0,0,0,0,0,0,0,1
screen,0,0,0,0,0,0,0,0,0,1
pft,0,0,0,0,0,0,0,0,0,1
vyaire,0,0,0,0,0,0,0,0,0,1
gmbh,0,0,0,0,0,0,0,0,0,1
hoechberg,0,0,0,0,0,0,0,0,0,1
thoracic,0,0,0,0,0,0,0,0,0,1
society,0,0,0,0,0,0,0,0,0,1
supine,0,0,0,0,0,0,0,0,0,1
position,0,0,0,0,0,0,0,0,0,1
siemens,0,0,0,0,0,0,0,0,0,1
somatom,0,0,0,0,0,0,0,0,0,1
scanner,0,0,0,0,0,0,0,0,0,1
reconstructed,0,0,0,0,0,0,0,0,0,1
slice,0,0,0,0,0,0,0,0,0,1
thickness,0,0,0,0,0,0,0,0,0,1
increment,0,0,0,0,0,0,0,0,0,1
radiologist,0,0,0,0,0,0,0,0,0,1
pulmonologist,0,0,0,0,0,0,0,0,0,1
intelligence,0,0,0,0,0,0,0,0,0,1
calculate,0,0,0,0,0,0,0,0,0,1
anatomic,0,0,0,0,0,0,0,0,0,2
lobe,0,0,0,0,0,0,0,0,0,3
briefly,0,0,0,0,0,0,0,0,0,1
sum,0,0,0,0,0,0,0,0,0,1
collaboration,0,0,0,0,0,0,0,0,0,1
thrombosis,0,0,0,0,0,0,0,0,0,4
hair,0,0,0,0,0,0,0,0,0,1
exercise,0,0,0,0,0,0,0,0,0,3
walked,0,0,0,0,0,0,0,0,0,1
min,0,0,0,0,0,0,0,0,0,2
extrapulmonary,0,0,0,0,0,0,0,0,0,3
ultrasonographic,0,0,0,0,0,0,0,0,0,1
spleen,0,0,0,0,0,0,0,0,0,1
pancreas,0,0,0,0,0,0,0,0,0,1
categorised,0,0,0,0,0,0,0,0,0,1
fisher,0,0,0,0,0,0,0,0,0,1
exact,0,0,0,0,0,0,0,0,0,1
beta,0,0,0,0,0,0,0,0,0,1
confounders,0,0,0,0,0,0,0,0,0,1
smoker,0,0,0,0,0,0,0,0,0,2
former,0,0,0,0,0,0,0,0,0,1
comorbidity,0,0,0,0,0,0,0,0,0,8
cerebrovascular,0,0,0,0,0,0,0,0,0,2
malignant,0,0,0,0,0,0,0,0,0,1
tumour,0,0,0,0,0,0,0,0,0,1
mcnemar,0,0,0,0,0,0,0,0,0,2
exploring,0,0,0,0,0,0,0,0,0,1
formula,0,0,0,0,0,0,0,0,0,1
except,0,0,0,0,0,0,0,0,0,1
aforementioned,0,0,0,0,0,0,0,0,0,4
imputing,0,0,0,0,0,0,0,0,0,1
funder,0,0,0,0,0,0,0,0,0,1
submit,0,0,0,0,0,0,0,0,0,1
publication,0,0,0,0,0,0,0,0,0,1
outlined,0,0,0,0,0,0,0,0,0,1
exacerbation,0,0,0,0,0,0,0,0,0,1
readmitted,0,0,0,0,0,0,0,0,0,1
finally,0,0,0,0,0,0,0,0,0,2
ascertained,0,0,0,0,0,0,0,0,0,2
lymphocyte,0,0,0,0,0,0,0,0,0,5
glycosylated,0,0,0,0,0,0,0,0,0,1
exclusively,0,0,0,0,0,0,0,0,0,1
n,0,0,0,0,0,0,0,0,0,4
differing,0,0,0,0,0,0,0,0,0,3
denominator,0,0,0,0,0,0,0,0,0,3
presenting,0,0,0,0,0,0,0,0,0,2
lln,0,0,0,0,0,0,0,0,0,2
specified,0,0,0,0,0,0,0,0,0,3
worst,0,0,0,0,0,0,0,0,0,1
imaginable,0,0,0,0,0,0,0,0,0,2
enright,0,0,0,0,0,0,0,0,0,1
subtracting,0,0,0,0,0,0,0,0,0,2
compliance,0,0,0,0,0,0,0,0,0,1
expiratory,0,0,0,0,0,0,0,0,0,1
residual,0,0,0,0,0,0,0,0,0,1
carbon,0,0,0,0,0,0,0,0,0,1
monoxide,0,0,0,0,0,0,0,0,0,1
ggo,0,0,0,0,0,0,0,0,0,2
consolidation,0,0,0,0,0,0,0,0,0,2
bilateral,0,0,0,0,0,0,0,0,0,1
subpleural,0,0,0,0,0,0,0,0,0,1
absorbed,0,0,0,0,0,0,0,0,0,1
negatively,0,0,0,0,0,0,0,0,0,1
β,0,0,0,0,0,0,0,0,0,1
heterogeneous,0,0,0,0,0,0,0,0,0,1
violin,0,0,0,0,0,0,0,0,0,1
c,0,0,0,0,0,0,0,0,0,1
d,0,0,0,0,0,0,0,0,0,1
e,0,0,0,0,0,0,0,0,0,1
horizontal,0,0,0,0,0,0,0,0,0,1
diagnose,0,0,0,0,0,0,0,0,0,2
lymphocytopenia,0,0,0,0,0,0,0,0,0,1
l,0,0,0,0,0,0,0,0,0,4
abdominal,0,0,0,0,0,0,0,0,0,1
assessing,0,0,0,0,0,0,0,0,0,2
endorsed,0,0,0,0,0,0,0,0,0,1
canadian,0,0,0,0,0,0,0,0,0,1
decrement,0,0,0,0,0,0,0,0,0,1
mental,0,0,0,0,0,0,0,0,0,1
xiong,0,0,0,0,0,0,0,0,0,1
polypnoea,0,0,0,0,0,0,0,0,0,1
alopecia,0,0,0,0,0,0,0,0,0,1
mechanism,0,0,0,0,0,0,0,0,0,1
psychiatric,0,0,0,0,0,0,0,0,0,1
considerable,0,0,0,0,0,0,0,0,0,1
ggos,0,0,0,0,0,0,0,0,0,1
induce,0,0,0,0,0,0,0,0,0,1
fibroblast,0,0,0,0,0,0,0,0,0,1
convalescence,0,0,0,0,0,0,0,0,0,1
radiological,0,0,0,0,0,0,0,0,0,1
compatible,0,0,0,0,0,0,0,0,0,1
thromboembolic,0,0,0,0,0,0,0,0,0,1
proximal,0,0,0,0,0,0,0,0,0,1
mediate,0,0,0,0,0,0,0,0,0,1
epithelial,0,0,0,0,0,0,0,0,0,1
cytotoxicity,0,0,0,0,0,0,0,0,0,1
infiltration,0,0,0,0,0,0,0,0,0,1
underestimation,0,0,0,0,0,0,0,0,0,2
firstly,0,0,0,0,0,0,0,0,0,1
unavailable,0,0,0,0,0,0,0,0,0,1
fairly,0,0,0,0,0,0,0,0,0,1
secondly,0,0,0,0,0,0,0,0,0,1
thirdly,0,0,0,0,0,0,0,0,0,1
stayed,0,0,0,0,0,0,0,0,0,1
fangcang,0,0,0,0,0,0,0,0,0,1
contributor,0,0,0,0,0,0,0,0,0,1
cw,0,0,0,0,0,0,0,0,0,1
bc,0,0,0,0,0,0,0,0,0,3
dz,0,0,0,0,0,0,0,0,0,3
jw,0,0,0,0,0,0,0,0,0,1
yew,0,0,0,0,0,0,0,0,0,5
lr,0,0,0,0,0,0,0,0,0,2
conceived,0,0,0,0,0,0,0,0,0,1
lh,0,0,0,0,0,0,0,0,0,4
xg,0,0,0,0,0,0,0,0,0,2
gf,0,0,0,0,0,0,0,0,0,2
jx,0,0,0,0,0,0,0,0,0,1
lg,0,0,0,0,0,0,0,0,0,2
gw,0,0,0,0,0,0,0,0,0,2
drafted,0,0,0,0,0,0,0,0,0,1
revised,0,0,0,0,0,0,0,0,0,1
intellectual,0,0,0,0,0,0,0,0,0,1
ch,0,0,0,0,0,0,0,0,0,2
lk,0,0,0,0,0,0,0,0,0,2
xl,0,0,0,0,0,0,0,0,0,2
xz,0,0,0,0,0,0,0,0,0,2
dc,0,0,0,0,0,0,0,0,0,2
jl,0,0,0,0,0,0,0,0,0,2
zh,0,0,0,0,0,0,0,0,0,2
yz,0,0,0,0,0,0,0,0,0,2
lc,0,0,0,0,0,0,0,0,0,2
dx,0,0,0,0,0,0,0,0,0,2
yal,0,0,0,0,0,0,0,0,0,2
cl,0,0,0,0,0,0,0,0,0,2
lp,0,0,0,0,0,0,0,0,0,2
yol,0,0,0,0,0,0,0,0,0,1
wx,0,0,0,0,0,0,0,0,0,1
yiw,0,0,0,0,0,0,0,0,0,1
jz,0,0,0,0,0,0,0,0,0,1
agree,0,0,0,0,0,0,0,0,0,1
accountable,0,0,0,0,0,0,0,0,0,1
appropriately,0,0,0,0,0,0,0,0,0,1
dictionary,0,0,0,0,0,0,0,0,0,1
defining,0,0,0,0,0,0,0,0,0,1
field,0,0,0,0,0,0,0,0,0,1
finished,0,0,0,0,0,0,0,0,0,1
